,logFC,logCPM,PValue,FDR
HSD17B12,1.06436016,2.24273434,2.34E-05,0.00014783
RNF175,1.832445444,1.246612759,2.34E-05,0.000147956
ARHGEF40,1.48895119,6.084524003,2.34E-05,0.000147969
STAU2,1.034627658,2.555523231,2.35E-05,0.00014833
DUSP1,1.365927111,7.071420105,2.37E-05,0.000149427
TG,1.575371638,0.93660184,2.37E-05,0.000149515
LOC105372511,1.903039597,1.331521245,2.37E-05,0.000149535
CHST15,1.257336024,6.938679836,2.37E-05,0.000149659
CLEC4E,1.503464243,5.799289455,2.38E-05,0.000149971
CHMP2B,0.913852673,3.277234738,2.39E-05,0.000150166
GAB2,1.130836221,6.390480404,2.41E-05,0.000151159
HPR,4.960142949,0.578597966,2.41E-05,0.000151159
CRACR2A,1.169603065,2.154031757,2.41E-05,0.000151304
WDFY4,1.197176914,5.304762826,2.45E-05,0.000153641
FRYL,1.078743,3.282225009,2.46E-05,0.000153848
TUT4,1.002086285,3.808577428,2.47E-05,0.000154443
SHOX2,4.344372511,-1.753609333,2.48E-05,0.000155262
XIAP,0.774289683,4.190494449,2.50E-05,0.000155897
ITGA7,2.905001904,3.904228511,2.53E-05,0.000157906
CRLF3,0.742718299,4.277388079,2.55E-05,0.000158973
DOCK8,1.084570857,6.968008863,2.56E-05,0.000159379
FAM177A1,1.068790725,2.695261743,2.57E-05,0.000159749
SLC25A44,0.970803297,5.972645834,2.58E-05,0.000160138
SLCO3A1,0.988410028,5.72722202,2.58E-05,0.000160519
CCDC186,1.068001764,3.243293664,2.63E-05,0.000163382
LOC105377054,2.744069215,-0.644905424,2.64E-05,0.00016397
LOC102723340,1.427041302,4.112476875,2.65E-05,0.000164224
FYB1,1.005649298,7.877030454,2.68E-05,0.000165969
PKN2,1.126654438,3.732577468,2.68E-05,0.00016623
PDS5B,0.839299006,3.786313236,2.73E-05,0.00016901
YWHAZ,0.743114824,7.839616046,2.74E-05,0.000169151
STS,1.212154449,2.084171377,2.74E-05,0.000169375
PKNOX1,0.816877383,2.979048312,2.74E-05,0.00016954
FAM71F2,1.549210688,1.302094724,2.75E-05,0.000169576
CHIC2,0.819421402,3.931273858,2.78E-05,0.000171347
FAM199X,1.066429512,2.581507849,2.78E-05,0.000171347
ARNTL,0.828671739,3.931943659,2.78E-05,0.000171347
ORAI2,0.958469895,6.647041482,2.83E-05,0.000173651
MFSD1,0.84624018,4.661729996,2.84E-05,0.000174018
MBTD1,0.931847035,2.554164204,2.86E-05,0.000175438
LEPROT,0.816875987,4.120816497,2.90E-05,0.000177448
FUT7,1.238588571,5.237302295,2.91E-05,0.000177921
NECTIN1,1.279957453,2.826277992,2.94E-05,0.000179776
CC2D2A,1.67312135,1.722088756,2.96E-05,0.000180658
FBN2,1.799025657,1.620661066,2.98E-05,0.000181996
ARID5B,0.940505888,3.331173901,3.00E-05,0.00018324
WAC,0.781189937,6.166487484,3.00E-05,0.000183256
MARCHF7,0.89761618,5.091743399,3.03E-05,0.000184524
LTA4H,1.138484857,6.565032869,3.04E-05,0.000184985
LOC105374152,1.943448385,0.256200539,3.05E-05,0.000185371
LINC01988,2.801913349,-0.388550252,3.10E-05,0.000187965
TMEM131,0.911323038,4.75361138,3.11E-05,0.000188641
DIAPH2,0.880573434,2.876977586,3.15E-05,0.000190819
TUBGCP3,0.896709365,3.422442872,3.16E-05,0.000191387
SLC26A8,1.51918006,3.806385558,3.17E-05,0.000191767
LOC105377452,5.544270161,-1.937443905,3.21E-05,0.000193859
CORO2A,1.25112652,3.634636032,3.22E-05,0.000194786
CYBB,1.115387238,7.739935609,3.23E-05,0.00019495
RAB32,1.174263031,4.349044813,3.25E-05,0.000196021
FBXL5,0.904366918,6.879277272,3.25E-05,0.000196306
CD63,1.19256978,7.42819629,3.26E-05,0.000196306
LOC105371912,1.984137069,0.572695333,3.26E-05,0.00019631
LOC107987462,2.422409665,2.671263293,3.30E-05,0.000198305
SLC30A7,1.338751014,0.941298215,3.31E-05,0.000199064
TNFAIP8L3,5.077545775,0.148807908,3.32E-05,0.000199357
PSMA3-AS1,0.894181748,4.562076307,3.32E-05,0.000199505
TANK,0.883996013,4.410113499,3.33E-05,0.000199806
TMEM167B,0.727994222,4.128015695,3.34E-05,0.000200425
RRAGC,0.827219019,3.544675733,3.35E-05,0.000200665
WDFY3-AS2,2.828078199,-0.700597968,3.35E-05,0.000200907
RBM33,0.752002598,5.597965196,3.45E-05,0.000206052
FCER1G,1.175536636,8.338309358,3.45E-05,0.000206218
SMURF1,0.710657959,3.339715709,3.54E-05,0.000210812
FRY,1.069251529,4.184443521,3.58E-05,0.00021324
ZFP92,1.311056838,1.067699429,3.59E-05,0.00021374
TMEM272,1.448306993,2.0194961,3.63E-05,0.000215832
LOC105375059,1.592265998,1.259118537,3.64E-05,0.000216071
GTF2A1,0.89546321,2.690839749,3.68E-05,0.000218263
LOC100289473,2.546264776,0.119839119,3.69E-05,0.000218893
BAZ1A-AS1,1.819962287,0.468082337,3.69E-05,0.000218893
PRCD,1.267096665,0.399743397,3.70E-05,0.000219303
PTBP2,1.310088098,1.589017031,3.74E-05,0.00022114
AKIRIN2,0.797688915,5.050108553,3.76E-05,0.000221961
CHD2,0.730372915,5.81922885,3.76E-05,0.000222175
MAPK1IP1L,0.705682,4.438290653,3.77E-05,0.000222693
MTMR10,1.345065145,1.458851612,3.79E-05,0.000223291
LOC105369645,3.18707601,-0.68267229,3.79E-05,0.000223504
LRRK1,0.920619366,4.193418217,3.84E-05,0.000226332
LINC01061,1.256131336,2.743675641,3.89E-05,0.000228777
LINC02207,2.636369157,-0.348313372,3.92E-05,0.000230143
DIPK2A,1.010075593,1.836558909,3.93E-05,0.000230608
LDLRAD4,0.92473139,2.813357117,3.95E-05,0.000231373
ME2,0.872683197,4.645105981,3.97E-05,0.000232556
TMLHE,1.016983252,1.922309086,4.04E-05,0.000236158
UBE2W,0.893812649,3.226695001,4.07E-05,0.00023743
LOC105372499,1.427181274,0.989736986,4.08E-05,0.000238148
LOC101927851,1.81509815,0.889999783,4.09E-05,0.000238585
CYP4F3,1.255717481,5.485137815,4.10E-05,0.000238813
KLHL24,0.790249764,3.305350248,4.27E-05,0.000248076
MAST4,1.112868613,2.378430407,4.34E-05,0.000251956
DOCK2,0.864895508,6.687783181,4.40E-05,0.000255072
SAMD15,2.880957117,-0.937894705,4.40E-05,0.000255235
GRINA,1.271314563,8.305712346,4.42E-05,0.000256388
LINC00921,0.991722639,2.712164703,4.44E-05,0.0002569
BMT2,1.142892106,1.714806205,4.45E-05,0.000257562
NINJ2-AS1,0.913314802,2.572427727,4.49E-05,0.000259765
TPK1,1.748123043,0.067805787,4.54E-05,0.000262643
FAM120A,0.798162819,5.638942341,4.55E-05,0.00026278
ZNF12,0.922958393,2.391975916,4.56E-05,0.000262901
SERINC1,0.8285051,5.831963985,4.57E-05,0.000263765
LOC105370877,1.652292549,0.616210499,4.72E-05,0.00027148
LOC101928317,3.242775132,-1.382377285,4.72E-05,0.00027148
DMXL1,1.061279004,2.236323441,4.75E-05,0.00027294
TSPO,1.245645686,7.3219269,4.76E-05,0.000273268
RICTOR,1.147204837,4.215954456,4.76E-05,0.000273369
MAST3,0.861702833,6.691280852,4.78E-05,0.000274463
KIF21B,0.84734889,6.218063637,4.88E-05,0.000279588
KATNIP,0.813431427,3.998674277,4.88E-05,0.000279614
SLAIN2,0.791274941,3.596450188,4.91E-05,0.000280696
WIPI1,0.885390911,3.248839804,4.92E-05,0.000281503
LOC100507507,1.058161347,2.783770187,4.93E-05,0.000281721
MTRR,0.913042593,2.93474696,4.98E-05,0.000284278
SPRED2,1.383708669,1.002421817,5.00E-05,0.000285276
ZBTB11,1.050093285,2.821137877,5.00E-05,0.000285489
GMIP,0.858745621,7.729566222,5.03E-05,0.000286622
RASGEF1A,1.365880914,2.383381023,5.04E-05,0.000287257
TTC8,1.593619594,-0.258840259,5.05E-05,0.000287883
SYK,0.902135366,6.965885819,5.11E-05,0.00029083
JKAMP,0.901671049,3.029086505,5.11E-05,0.000290879
LOC107986853,1.77873358,0.441797081,5.16E-05,0.000293001
LOC101927178,1.428385931,-0.350318151,5.18E-05,0.000294425
PAFAH1B2,0.665748751,4.418803928,5.19E-05,0.000294672
LOC102723475,2.657746424,-0.493448497,5.24E-05,0.000296869
ADCY10P1,1.089755706,1.996035156,5.27E-05,0.000298216
XPO6,1.040752405,8.822844129,5.31E-05,0.000300527
MIR646HG,2.519498688,0.661381861,5.32E-05,0.000300703
TRIM9,2.247921654,0.341872586,5.32E-05,0.000301149
SYN2,2.503949963,-0.698111798,5.38E-05,0.000303902
ZNF467,1.114667684,6.442315996,5.45E-05,0.000307545
TMEM144,1.744087185,0.670229192,5.49E-05,0.000309434
VPS54,1.004325628,2.697366775,5.52E-05,0.000310848
CYB5R4,0.878789185,4.749384866,5.59E-05,0.000314668
ACSS2,0.84468931,4.260573033,5.65E-05,0.000317884
PIK3CD-AS1,1.161323531,1.675785141,5.70E-05,0.000320337
STIMATE,0.833447385,3.47837319,5.72E-05,0.000320862
NUP50,0.807968811,5.058133057,5.74E-05,0.000322143
HYAL1,1.106961095,1.702239326,5.76E-05,0.000323055
RASSF3,0.933296112,6.119717384,5.88E-05,0.00032897
PRPF18,0.820194925,3.308406493,5.99E-05,0.000334355
ITPKC,1.211731994,3.755330364,6.02E-05,0.00033543
IL1RL1,3.147215879,-0.003113,6.03E-05,0.000335956
LOC105372697,3.235993151,-1.950762546,6.04E-05,0.000336301
LOC107984104,2.439058982,0.746523945,6.04E-05,0.000336451
IMPDH1,0.943849321,7.530737958,6.06E-05,0.000337561
FGF13,3.229710404,0.607182693,6.16E-05,0.000342704
KLF14,4.209658287,0.822805781,6.18E-05,0.000343698
LOC107985946,2.265866617,-0.908628669,6.19E-05,0.000344302
LPL,3.134603116,-0.733270085,6.22E-05,0.000345163
LOC105369869,2.706234276,-0.405616138,6.32E-05,0.000350348
ATP6AP2,0.744091995,4.859295095,6.32E-05,0.000350348
LONP2,0.750164371,3.726483527,6.41E-05,0.000354713
CREBRF,1.000778499,4.622801492,6.43E-05,0.000355524
ARMC8,0.782112539,3.196738991,6.52E-05,0.000360089
LOC105376781,1.745300473,2.105502181,6.58E-05,0.000362883
CPEB2,1.388606529,1.694406739,6.58E-05,0.000362889
CCNJL,1.474302151,5.413640032,6.58E-05,0.000362954
MINDY2,1.10339879,2.547358427,6.59E-05,0.000363306
ZSWIM8,0.702701092,5.436005051,6.60E-05,0.000363779
CELF1,0.679446536,5.634218563,6.67E-05,0.000367407
ADM-DT,2.180084045,-0.301126691,6.70E-05,0.00036847
RNF103,0.773862946,2.657699164,6.70E-05,0.00036847
ZMIZ1,1.203030785,4.715397245,6.72E-05,0.000369322
LOC112267891,1.770479685,-0.363485367,6.72E-05,0.000369322
ZYX,1.163290054,3.580441923,6.82E-05,0.000373771
LOC101928344,2.090813312,-0.333203158,6.83E-05,0.000374493
UBE2R2,0.894264869,6.476477995,6.87E-05,0.000376166
AATK,1.185147257,6.301251022,6.92E-05,0.000378532
MKLN1,0.728097978,4.227890932,6.94E-05,0.000379548
UBR4,0.641538695,6.028731622,7.02E-05,0.000383567
LOC102723543,1.902001629,0.363349,7.03E-05,0.000383836
WNK1,1.170092069,6.571061253,7.08E-05,0.000386709
RPRD1B,0.778664211,3.075213396,7.09E-05,0.000387208
LOC107983950,1.696324111,-0.129444348,7.12E-05,0.000388363
CHP1P2,1.202128692,2.205099647,7.14E-05,0.000389038
LRPAP1,0.957920808,6.783607607,7.15E-05,0.000389323
LOC107987398,2.410244622,3.819424525,7.17E-05,0.00038999
IQGAP2,0.969168244,4.924501303,7.21E-05,0.000391856
MINDY3,1.036946645,2.220570762,7.30E-05,0.000396086
C4orf3,0.886798069,5.430874965,7.34E-05,0.000397988
ZC3H4,0.755452349,4.720799135,7.36E-05,0.00039854
CDH26,1.626589466,0.790007463,7.41E-05,0.000400503
FBXL4,0.976619873,2.303507798,7.55E-05,0.00040718
SNX30,1.139540917,2.878934766,7.69E-05,0.000414038
SOCS3-DT,2.534207796,0.194669694,7.83E-05,0.000421282
VNN2,1.359619254,8.310108073,7.85E-05,0.000421765
CPT1A,0.819394144,5.037050438,8.01E-05,0.000429626
DCTN4,0.829472419,3.69409165,8.07E-05,0.000432627
SLF2,0.878358324,3.288652817,8.23E-05,0.000440585
CNOT1,0.72396514,5.441900841,8.28E-05,0.000442902
KIF27,1.748201396,1.269520667,8.28E-05,0.000442919
VTI1A,0.689505068,3.095100724,8.29E-05,0.000443376
KLHL6,0.847459851,4.59214641,8.30E-05,0.000443376
PHF2,0.908693544,4.382393423,8.35E-05,0.00044637
HCK,1.135917314,8.814425067,8.40E-05,0.00044863
USP7,0.714229013,5.558484243,8.46E-05,0.000451103
NACC2,0.930499866,5.009873479,8.47E-05,0.000451491
CCDC17,1.120235353,2.547211342,8.50E-05,0.000453164
SDHC,0.773859339,4.139333871,8.54E-05,0.000454817
UBR2,0.758281158,5.670934667,8.56E-05,0.000455695
PRUNE2,1.732298033,1.499101483,8.60E-05,0.000457606
C5orf15,0.784338267,3.129667847,8.78E-05,0.00046627
WDR26,0.874861877,6.200397982,8.82E-05,0.000468036
MIER1,0.871649102,3.974972838,8.91E-05,0.000471995
HAAO,0.956254416,2.934491516,8.93E-05,0.000472702
TSC22D2,1.01053221,2.55794306,8.95E-05,0.00047336
LINC00593,3.986589138,-1.524898289,8.95E-05,0.000473398
RFX3,1.000382087,2.090568298,8.96E-05,0.000473478
SNRK,0.991594539,3.738339049,8.97E-05,0.000473962
DUSP16,2.07287278,-1.809945066,9.01E-05,0.000476011
SMG7,0.666405622,5.51371113,9.04E-05,0.00047726
UBE2H,1.342472901,6.282220855,9.04E-05,0.000477285
DR1,0.751951663,4.62810063,9.08E-05,0.000479171
NCKAP1L,0.773722963,6.986177135,9.12E-05,0.000480873
HERC1,0.741586446,5.046459648,9.31E-05,0.000489265
ROPN1L,1.291376069,3.006657043,9.35E-05,0.000491039
MBD6,0.93692644,6.836392362,9.40E-05,0.00049364
LOC112268067,2.104940623,2.833893257,9.60E-05,0.00050367
CRISPLD2,1.573319394,6.062300417,9.68E-05,0.000507573
LOC101928143,1.364337409,1.919680124,0.000100596,0.000525526
PIAS1,0.750350628,5.022805581,0.000100677,0.000525772
LOC105373211,1.584178123,2.742854384,0.000101822,0.000531215
RPL23AP87,3.822696846,-2.368580588,0.000102563,0.000534724
G0S2,1.991028877,2.210434386,0.000102809,0.00053559
LOC100129931,2.023388433,-0.935290122,0.000104139,0.000541852
PLIN3,1.039376106,6.228715465,0.000104416,0.000543112
SVIL-AS1,0.885611752,1.672165976,0.000104653,0.000543981
DENND6A,0.866125033,2.798146148,0.000104841,0.000544776
SNX19,0.692462702,4.859000273,0.000105045,0.00054565
LOC105375769,2.856162789,0.155272714,0.00010605,0.000550504
MSRB3,1.259088277,1.458453807,0.000106607,0.000553212
LYSMD3,1.219168513,1.701182031,0.000107597,0.000557787
FAR2,1.319938265,3.864124782,0.000107913,0.000559057
HS2ST1,1.001260053,2.425123052,0.000108264,0.000560313
DYNLT4,2.246425837,-0.319713375,0.000109157,0.000564369
PIK3CD,0.827191199,7.912170603,0.000110745,0.000571631
EGLN1,0.976938592,5.348353285,0.000111446,0.000574397
KCNG2,2.051488068,-0.081183042,0.000111998,0.00057695
IFNAR2,0.778463347,5.674555651,0.00011211,0.000577144
ACBD3,0.845868773,2.702982822,0.00011257,0.000579127
ETF1,0.760494148,4.480367132,0.000113144,0.000581502
KLHL28,1.132408866,1.503912753,0.000113916,0.000585083
MSN,0.91740945,9.052038606,0.000114311,0.000586338
ARFGEF2,0.972188143,2.414511406,0.000115192,0.000590467
ETV3,0.736830609,3.123366157,0.000115996,0.000594003
PRPF38B,0.862803557,4.933648042,0.000116281,0.000595265
MAP2K1,0.781291745,3.902842959,0.000116828,0.000597673
LINC02943,5.66966883,-2.608973111,0.000117397,0.000600187
TPR,0.827897654,5.531454177,0.000117494,0.00060039
LINC02596,2.278229078,0.349198834,0.00011783,0.000601808
MIR4772,3.843182265,-1.082686464,0.000117925,0.000602093
DGAT2,1.366850475,7.031146002,0.000118006,0.000602313
LOC107985481,2.045208816,-0.426428911,0.000118513,0.000604502
USP35,0.770985293,2.423133467,0.000118888,0.000605941
DNAJB6,0.698714853,4.867962043,0.000119536,0.000608722
B4GALT4,1.052084721,2.268596691,0.000119916,0.000610458
TMEM154,0.956264848,6.455197964,0.000120161,0.000611503
ZNF143,0.661427347,3.362489099,0.000121066,0.000615104
TMTC2,1.218998288,0.899439998,0.000121943,0.000618546
NECAP1,0.783628464,3.434061828,0.000124609,0.000631247
LITAF,0.967032613,9.112820157,0.000125394,0.000634812
LOC285847,3.224770674,-1.617822886,0.000125675,0.000635818
CXCL16,1.258483239,5.980885517,0.000126118,0.000637851
SESTD1,0.907390175,2.737159781,0.000127262,0.000643217
TLK1,0.851418183,3.857799112,0.00012891,0.000650915
RBM12B,1.062530944,2.000044539,0.000130519,0.000658613
INSYN2B,1.899475633,-0.300105538,0.000131068,0.000661165
KMT2E,0.803407881,5.561178942,0.000131606,0.000663256
PXN,0.824569643,8.382599612,0.00013161,0.000663256
ACTN1,1.08547713,7.780216715,0.000132062,0.000664888
DEGS1,0.808608576,4.41819403,0.00013267,0.000667515
ENTPD4,0.679921082,4.967920619,0.000134645,0.000676358
HNRNPU,0.721997795,6.978727244,0.000135393,0.000679501
NOMO3,1.890755676,-1.338803963,0.000137123,0.00068747
GPAT4,0.750456873,5.015982834,0.000137167,0.00068747
PLEKHB2,0.649130384,5.150010983,0.000137758,0.000689986
FBXL13,1.770527133,1.10610213,0.000137846,0.000690209
GAB1,1.018303961,1.925972323,0.000138145,0.000691259
TBL1XR1,0.876348879,4.0431438,0.0001385,0.000692369
SLCO4A1,1.904580631,1.098390659,0.000138643,0.000692858
CEBPZOS,0.883885903,2.990396411,0.000140184,0.000698314
TMEM92,1.90410818,0.44357585,0.00014113,0.000702802
USP33,0.69347779,3.700529088,0.000142153,0.000707443
TMEM167A,0.834318782,4.279729398,0.000142736,0.000708983
PANK3,1.050053445,2.880721254,0.000144016,0.000714657
LAT2,0.873959689,6.685709949,0.000144707,0.000717626
SFT2D2,0.7406477,4.208821741,0.000144837,0.000717812
WDR20,0.671567662,3.010015291,0.000145892,0.000721891
GALNS,0.761441292,4.942942258,0.000147564,0.000729699
ERI1,1.57645563,0.559793502,0.000147957,0.000731413
LOC112267861,2.013859742,-1.691236086,0.000148034,0.000731477
SLC4A1AP,0.729678338,3.580234885,0.000148458,0.000733014
PDK4,1.531763412,2.337052158,0.000149573,0.00073799
CAMTA2,0.747123997,5.796106703,0.000149837,0.000739061
TIFA,0.987523851,2.989630064,0.000150228,0.000740753
SYNE3,0.784163183,4.928749892,0.000150716,0.000742891
SLC9A6,0.815009497,2.320047813,0.000150757,0.000742891
ABHD18,0.757838181,2.58855769,0.000154112,0.000757501
CDK5R1,1.2239485,1.946241173,0.000154562,0.000759476
COP1,0.674291294,4.687094789,0.000154818,0.000760493
CLK1,0.840108029,4.843660322,0.000155339,0.000762811
OSCAR,1.200401396,3.314784499,0.000157912,0.000773488
GGT1,1.167396827,4.70881957,0.000159761,0.000781809
SENP6,0.909869692,4.106475663,0.000160101,0.000783225
ZFX,0.80154387,3.345866062,0.000160797,0.000786134
IL13RA1,1.075424529,6.021487559,0.000161824,0.000790334
WIPF2,0.71553887,5.211403575,0.000161859,0.000790334
CSF3R,1.059610371,11.40418841,0.00016207,0.000791113
SENP7,1.11501908,2.656960522,0.000162304,0.000792007
LOC107985315,1.396352344,0.310164265,0.000162723,0.000793557
NAPB,0.961518212,1.075184227,0.000163699,0.000797816
ITGAV,1.504380205,0.527698302,0.000165486,0.000805675
C5AR1,1.051373662,7.904276377,0.000166128,0.000808385
NXPE3,0.670675684,3.688565822,0.000166393,0.00080942
LOC254896,1.458573783,1.075869881,0.000167449,0.000814303
KDM6A,0.836046247,4.060772886,0.000170546,0.000828069
LDLR,1.058280164,3.294576284,0.000172644,0.000836949
NFIL3,1.104755876,5.333858215,0.000173775,0.000841906
TP53I3,1.230579481,2.878204624,0.000174301,0.000844193
STX6,0.629499288,3.828101672,0.000175839,0.000850617
SLC39A8,1.578044656,2.746014478,0.000175846,0.000850617
PPM1D,0.742739479,2.930961593,0.000176038,0.000851282
RAB3D,1.021204653,6.855888429,0.000177728,0.000858383
LOC112268235,0.981354791,3.102724039,0.000181756,0.000877019
MCC,1.260228226,1.52889236,0.000183324,0.000883727
PRKCB,0.718211311,7.10468909,0.000183493,0.000884031
ZFAND5,0.741216135,5.500357194,0.000183693,0.000884536
LOC101927393,1.52914483,1.260604832,0.000184159,0.000886142
P2RY13,0.899767381,6.984228978,0.000184386,0.000886823
ADAM8,0.991379006,8.279870551,0.00018549,0.000891031
COL17A1,2.805016064,2.195648007,0.000186118,0.000893247
RCVRN,2.5377083,-0.034279938,0.000186153,0.000893247
NR6A1,1.396514385,1.85164752,0.000186337,0.000893853
ITGB3,1.366136056,4.9007573,0.000187184,0.000897085
LOC105375035,2.622005746,-1.112381207,0.000188179,0.000901576
PHAF1,0.887153951,3.265895169,0.000190403,0.000911388
MED14,0.791415333,3.37225151,0.000191008,0.000914003
LINC01547,0.976388607,2.059119287,0.000191074,0.000914038
TEAD3,3.046045994,0.390791342,0.000192196,0.00091884
LMNB1,0.982970355,5.758721547,0.000192563,0.00092031
KCNRG,1.70262057,-0.404921644,0.000195556,0.000932323
DHRS13,1.062661181,5.006546081,0.000196186,0.000934755
ABHD3,0.924985367,3.526839253,0.000196486,0.000935895
LOC105373311,1.301820255,-0.314993903,0.000198902,0.000947116
TMEM88,1.179930612,2.161547,0.000199715,0.000949957
LOC105374545,3.108674187,0.913882746,0.000200401,0.000952504
RBL2,0.826307035,5.72690495,0.000202854,0.000963573
ARMC12,1.940218827,0.443191665,0.000203341,0.000965592
SERPINB2,1.886075225,0.643275871,0.000204006,0.000968453
LOC100132077,3.158013591,-1.078330397,0.000204996,0.000972856
MDM2,0.92556793,4.683451354,0.000205066,0.000972889
LINC01993,2.582454508,-0.74208443,0.000205684,0.000975524
CRK,1.435616294,0.323136682,0.000208456,0.000987468
ZNF486,1.001122651,1.426279847,0.000212239,0.001003552
RAD21,0.854311179,5.215097264,0.000214639,0.001013668
ZDHHC7,0.679407024,5.889904277,0.000215843,0.001018426
LRRC57,0.650572905,3.150135917,0.000219475,0.001033996
PDLIM5,0.776860815,3.2422423,0.000219865,0.001035517
SOS1,0.746436743,3.500818409,0.000220747,0.001038325
AIG1,0.890273666,2.394725532,0.000222209,0.001043394
BTAF1,0.90535638,3.632693488,0.000223138,0.001047126
LAMC1,1.507014826,1.369357184,0.000223862,0.001049575
C5AR2,0.877656608,5.670670559,0.00022951,0.001073787
OGT,0.793632416,6.677919221,0.000230904,0.001079658
SRF,0.752547124,5.353754652,0.00023163,0.001082727
DDX17,0.66519256,8.030064186,0.000232228,0.001085198
MGRN1,0.810669219,5.465182091,0.000233106,0.001088973
NT5DC3,1.55639515,1.45054859,0.000233342,0.001089745
UBE3B,0.61193619,4.171440199,0.000235522,0.001098938
LINC02193,2.57872611,0.727346728,0.00023777,0.001108761
LOC101927759,1.388763309,2.221426676,0.000239265,0.001114731
PDK1,0.803556853,3.669529858,0.000240028,0.001117613
LOC122526782,1.228256963,2.592287175,0.000240647,0.001120161
STEAP3,1.493129308,1.29894358,0.000240895,0.001120979
CPSF7,0.692961227,5.498078655,0.000241438,0.001123169
RBM39,0.617179785,6.069992664,0.000241815,0.001124588
ZNF148,0.829478109,3.707425062,0.000243884,0.001133193
LOC105377499,1.800944891,1.731043214,0.000244294,0.001134421
ATXN3,0.744228324,2.730500379,0.000245278,0.001138402
TMED5,0.793536597,4.084128324,0.000245298,0.001138402
LOC105374664,2.931422367,-0.570121836,0.000247287,0.001146948
RAI2,2.351097906,-0.723356222,0.000248478,0.001151786
CEP97,1.308189761,1.385546505,0.000250446,0.001159524
EFR3A,0.839899431,3.689005492,0.000251885,0.001164107
LINC01907,3.571508839,-1.582625813,0.000253986,0.00117277
CD300LF,0.856718395,5.558249819,0.000254267,0.001173721
CEP295NL,1.720426751,0.214181786,0.000254347,0.00117374
EBLN2,1.885258167,0.198141824,0.000254519,0.001174187
LUNAR1,2.763521228,-2.236162733,0.000256971,0.001183741
CLRN1,4.765548185,-2.610249209,0.000259047,0.001192951
TMF1,0.899551376,3.667859672,0.000261742,0.001202158
AHCYL1,0.604581184,4.471174703,0.000264679,0.001214929
THRAP3,0.630173902,6.085573112,0.000266142,0.001220291
PLEKHG1,1.480471943,1.247250651,0.000266161,0.001220291
TMEM87A,0.691978464,3.284118901,0.000266434,0.001220964
LINC01271,2.514045735,0.581141787,0.00026803,0.001227773
TMEM131L,0.723597882,5.485207665,0.000272553,0.001247389
SEC22B,0.616535717,4.308867384,0.000274629,0.001256151
ELOVL5,0.924607929,5.781757177,0.000275166,0.001257866
FMNL1-AS1,1.311231516,0.503170225,0.000277673,0.001268956
SLC16A3,0.961225151,7.321778875,0.00028107,0.001281843
ST3GAL4,1.035247555,5.016017389,0.000281229,0.00128219
RABGAP1,0.681171944,3.134760268,0.000281861,0.001284696
ZBTB43,0.774030386,2.394104608,0.000283728,0.001292069
L3MBTL3,0.876351472,2.049769445,0.00028522,0.001298101
LDLRAD3,1.410370521,1.011880343,0.000286307,0.001302287
POLK,0.918960641,2.625273269,0.000290641,0.001320069
LOC105377016,1.427884161,0.741338139,0.000290956,0.001320671
TMEM87B,0.826631277,2.633230595,0.000291028,0.001320671
TLE1,1.391825012,1.769927573,0.000291495,0.001322016
HADHB,0.606460034,4.91456172,0.000293175,0.001328086
BCL2A1,1.499441258,3.729560578,0.000294974,0.00133507
LOC107984747,1.494014289,1.463969148,0.000295256,0.001335938
LOC107986984,4.071958003,0.285217209,0.000295338,0.001335938
TRAPPC11,0.772484234,3.278493649,0.000302117,0.001364222
GLTP,0.678847188,4.804338109,0.000303059,0.001368077
