,logFC,logCPM,PValue,FDR
CXCR1,0.763086881,8.802646787,0.008121527,0.022233735
BMPR2,0.594527219,2.556638438,0.008129318,0.022251147
GRK6,0.529304647,7.39442096,0.00814713,0.022288128
LOC105375433,1.419817957,-0.760346129,0.008150024,0.022292123
USP30,0.626006178,1.588563876,0.008154711,0.022297097
REST,0.60485335,3.213488432,0.008205018,0.022403129
CLEC12B,1.140404925,1.170601665,0.008315945,0.022650314
SUPT20H,0.502172104,4.493643693,0.008331333,0.02268428
STIM1,0.47517637,5.392644245,0.008356891,0.0227459
SBNO2,0.928500554,3.942600994,0.00836009,0.022750624
CREB1,0.494478856,4.184367159,0.008361677,0.022750962
CEBPA,0.549969907,5.424623199,0.008376354,0.02278292
LINC00671,1.638513545,1.78774648,0.00838422,0.022800327
PPP1CB-DT,1.702747172,-0.788362041,0.008417397,0.022874546
FRS2,0.655511118,1.491317763,0.008421071,0.022880531
ATXN7L1,0.489674834,2.782535259,0.008432073,0.022894419
FBXO3,0.572103527,2.659700044,0.008435014,0.0228969
DUSP18,0.561208323,3.095707014,0.008461452,0.022950137
USP4,0.469124,5.913900144,0.008517101,0.023081832
WDR35,0.820333735,0.501204827,0.008528036,0.023102521
YWHAB,0.52536523,7.140397615,0.008574659,0.023220733
DNTTIP1,0.592982845,4.596175285,0.008595132,0.023265455
ALG13,0.61230015,2.483476999,0.008608271,0.023292232
SETX,0.512682866,5.792637891,0.008608553,0.023292232
LOC105375634,2.08055173,-1.532264936,0.008612142,0.023297891
TTC14,0.608779414,3.590059701,0.008628966,0.023335282
LOC105378299,2.105674835,-1.499243982,0.008637333,0.023351642
TRAF6,0.472220883,3.276015293,0.00863802,0.023351642
LOC105369953,1.472813948,-0.550535407,0.008640712,0.023354858
LAMB1,1.35135244,-0.931064126,0.008660923,0.023405418
PKP4,0.6717717,2.340588896,0.008746841,0.023608878
H2BC4,0.608055606,3.732462076,0.008753192,0.02362192
MYLK,1.037018452,1.790491047,0.008764217,0.023639362
CCDC125,1.187851877,-0.362772289,0.008828529,0.02379219
LOC107986431,2.240204099,-2.163902004,0.008834745,0.023800689
LOC107985323,2.559112497,-1.761157111,0.008874798,0.023892032
FSD1L,1.362508976,-0.556850141,0.008895192,0.023934501
LOC101927516,2.263229011,-1.857995967,0.008916248,0.023978707
CLCA4-AS1,1.63368748,-1.580988864,0.008925,0.023998092
MICU1,0.65242944,5.151694382,0.008956829,0.024079512
MIR222HG,1.561549952,-0.604569104,0.008965809,0.02409483
DOCK4,1.02581407,2.647062241,0.009018546,0.024224488
CNTNAP3,1.86815411,2.544170816,0.009045787,0.024280879
TNFRSF9,1.118433265,1.547523257,0.009050318,0.024288847
SEMA4D,0.615816337,7.226528376,0.009054311,0.024295369
ARHGEF6,0.475325365,5.355641701,0.009105854,0.024416817
LOC102724057,1.755591712,-1.072800305,0.009137269,0.024484166
RBMXL1,0.620976974,2.446305747,0.009179665,0.024580823
FBXO28,0.519986335,2.474506675,0.009182454,0.024584056
PCM1,0.497518809,4.43444663,0.009267926,0.024791542
LOC102724560,2.281935269,-2.015834856,0.009273713,0.024802756
PSMD6-AS2,0.760640363,1.950061218,0.009294214,0.024844763
MYADM,0.847036918,7.65904809,0.009306529,0.024873407
OSBP,0.413987835,3.758968818,0.009328086,0.024918169
COQ7,0.943242954,1.622821705,0.009349495,0.024966781
PCSK6,1.127023919,2.221991876,0.009358176,0.024977091
PLCL1,1.23944644,0.431013162,0.009422725,0.025140742
SCARNA9,1.391553755,-0.402441711,0.009444753,0.02519087
ARHGAP30,0.460594105,8.388056479,0.009466789,0.025232328
TKT,0.655381588,8.867078686,0.009480031,0.025263292
IHO1,1.660047898,-1.137299637,0.009491686,0.025290015
FUT4,0.591731923,2.197586562,0.009498609,0.025304125
THOC2,0.504012066,3.644959788,0.00951187,0.025331965
RANBP3-DT,1.835029282,-1.509262798,0.009512318,0.025331965
RNF20,0.489754131,4.213965885,0.009562567,0.025452703
LTF,1.76199246,6.673012067,0.009593873,0.025527287
CTSA,0.591437883,6.927077276,0.009620004,0.025583682
MYLK3,2.11184932,-1.782075279,0.009637474,0.025612616
LOC102724262,2.40578212,-2.265909007,0.009677022,0.025704538
MAPK8IP3,0.475478911,6.140444361,0.009719405,0.025792668
LOC107985553,1.989882569,-1.146804261,0.00979688,0.025982958
LMBRD2,0.893604764,1.252393632,0.00981959,0.026029867
MAP4,0.548368297,4.637869756,0.009835549,0.026054213
IER3,2.570095788,-2.514866319,0.009838281,0.026054213
INTS8,0.463946391,3.702433162,0.009838521,0.026054213
LOC107986363,1.529580884,-0.602151307,0.009852385,0.026081321
TIA1,0.557828934,3.771917616,0.00986708,0.026115679
NLRP3,0.768355492,4.01879513,0.009874564,0.026131038
CALB1,2.30578721,-2.621212693,0.009880731,0.026142909
SUOX,0.55043674,2.53834475,0.009888342,0.02615346
GSN,0.815985323,6.486468022,0.009889766,0.02615346
ALAS1,0.537615943,4.241407368,0.009955091,0.026303842
HMGA2-AS1,2.085429204,-1.519253298,0.009961042,0.026315091
RASSF3-DT,2.209114223,-2.053293582,0.009973028,0.026342281
PAQR5,3.10523006,-2.885912163,0.009978909,0.026348861
CHRNA2,1.314293691,-0.483489719,0.010001835,0.026391468
TPP1,0.506732735,6.823078798,0.010017172,0.026427453
SUDS3,0.454311786,4.084713469,0.010020287,0.026431185
PIGG,0.419944806,4.109272826,0.010040809,0.026471843
LOC105371981,1.957731323,-1.037251578,0.010073544,0.026535648
TMUB2,0.455044944,5.236532822,0.010096757,0.02659229
AFF2,1.526562257,-0.225331805,0.010104669,0.026604113
MIR6753,1.781531189,-1.484081741,0.010122409,0.026637288
BCL2L11,0.539023237,4.115395343,0.010142732,0.026677221
GTF2IP1,0.794722462,1.974082045,0.010182161,0.026776396
NRIP1,0.843810871,1.950308294,0.010199929,0.026811626
LINC02288,1.474105288,0.541036423,0.010206033,0.026821028
LINC02762,1.339029942,-1.145759342,0.010255032,0.026931584
CRAMP1,0.50893699,3.162693379,0.010301834,0.027042924
FRS3,0.770039639,0.886595333,0.010307994,0.027052393
RAB33B-AS1,1.327562451,0.059102843,0.010411586,0.027284442
HMGXB4,0.612026342,2.034025262,0.010413062,0.027284442
DENND4B,0.457104472,6.133819454,0.01041475,0.027284442
LARP1,0.512446375,4.841571402,0.010415718,0.027284442
ANKRD13A,0.494039079,6.170228327,0.010437825,0.027337747
PPTC7,0.858770172,2.255874817,0.010461549,0.027395268
ARID4A,0.677310654,4.452812264,0.010487595,0.027449603
GMFB,0.925945212,2.161855277,0.010506312,0.027493962
MBOAT7,0.874806011,2.188403323,0.010510736,0.027496283
DIP2A,0.591833757,4.228993093,0.010531018,0.027544706
CERS6,0.742337313,1.225405357,0.010533847,0.027544838
HSD17B11,0.519970291,5.393991905,0.010538387,0.027550076
PRNP,0.565813811,3.653150014,0.010544498,0.027561418
FEZ2,0.552251828,2.634754377,0.010547537,0.027564726
LOC100506023,1.18433543,-0.241948947,0.010638757,0.027770443
CMAHP,0.708659718,2.125264557,0.010684611,0.027858603
LASP1,0.477264776,8.052179815,0.010685292,0.027858603
SCN1B,0.891488788,2.119172065,0.010686866,0.027858603
FAM20C,1.606922257,-2.233427247,0.010689534,0.027860886
F13A1,0.912303841,6.104260126,0.010739915,0.027968753
LOC105370547,2.556188845,-1.393515296,0.010745068,0.027977486
GLTPD2,1.728363897,-0.730844023,0.010854384,0.028229024
STARD13,2.301929946,-1.421608049,0.01089063,0.028318552
UPB1,1.487387763,2.160807092,0.01090227,0.02833934
ALS2,0.654155398,1.64003466,0.010904845,0.028341294
SMG1P6,1.531099232,-1.437981878,0.010956718,0.028457081
LOC105371089,2.235943189,-1.970841866,0.011023528,0.028597161
ME1,1.246467525,-0.740237051,0.011090297,0.028746389
NRDE2,0.457528478,3.051994737,0.011095034,0.028753876
ZMYM6,0.522151784,2.699129468,0.011116329,0.028794664
ZFAND3,0.485006496,5.485582938,0.011148666,0.028868805
MLLT10,0.597109632,2.469593499,0.011164379,0.028899155
LOC107984192,2.335561854,-1.623253281,0.011167822,0.028899155
PCBP1,0.45406828,7.582427527,0.011204315,0.028974299
ZEB1-AS1,0.905102795,-0.121285203,0.011303223,0.029192523
TTLL3,0.545876302,2.630075748,0.011332847,0.029254437
LOC105374102,0.982688106,1.70815529,0.011333342,0.029254437
ANXA11,0.573575148,7.795903212,0.011366517,0.0293352
NUDT16L2P,1.209740931,1.17770667,0.011387833,0.029380457
PLEKHO2,0.56075275,7.356067208,0.011424389,0.029469881
ARID1B,0.49491777,4.029185157,0.011441626,0.029509449
ALPK3,1.261624923,-0.036789118,0.011452667,0.029523231
LIPM,2.596202654,-0.993724964,0.011463833,0.029543464
LOC105373023,2.033707967,-1.080529869,0.011464316,0.029543464
LOC105369180,1.417200742,-0.98227065,0.011475311,0.029566897
CATIP,1.116783084,0.689154327,0.011514665,0.029643733
SGMS1,0.606953886,2.509104529,0.011523216,0.029660833
PLPPR2,0.638670386,6.083669911,0.011596549,0.029839714
MIR3945HG,1.011282825,2.319294501,0.011599315,0.02984189
TMEM132D,1.435946453,-0.987100826,0.011630075,0.029901237
RAB11A,0.486275855,4.506713872,0.011692967,0.030033134
OTUD4,0.666914842,2.446157542,0.011716033,0.030082496
VPS26C,0.409201805,4.352604824,0.011727265,0.030106307
FRMD8,0.504302044,4.687755361,0.011743818,0.030133873
SLC13A4,0.781991673,0.198965231,0.01178892,0.030229646
ITFG1,0.524231465,2.965236582,0.011793188,0.030235603
LOC107986161,2.51700588,-2.158857741,0.011799986,0.030248042
TTC13,0.479274989,3.833220868,0.011802108,0.030248495
STAG3,0.789081205,1.047404185,0.011810341,0.030264501
ATP6AP1,0.59424185,5.96072748,0.011868777,0.030379301
ITGA9,1.388058209,-0.524816931,0.011877723,0.030397194
LOC102724955,0.990529302,0.256961591,0.011888157,0.030413885
MLKL,0.64267189,5.523136529,0.011941585,0.030545546
CYB5D1,0.568425422,2.082238153,0.011953902,0.03057202
C1QTNF7,3.062285759,-2.807715271,0.0120147,0.030707305
LOC101929185,0.638330357,2.901199537,0.012070373,0.030844524
SPINK8,1.844519879,-1.140457873,0.012100478,0.030906215
CCND3,0.560703331,7.54640784,0.012132036,0.030976641
UBA1,0.526031219,7.101642801,0.012153048,0.031020102
APOBR,0.707635632,8.145899914,0.012155366,0.031020926
MAN2B2,0.503492868,5.342006883,0.012170346,0.03104896
GLUL,0.640408958,8.247579953,0.012224356,0.031176518
FPGT,0.795265527,0.974979524,0.012232527,0.031192243
CLEC1B,0.776396654,1.351332083,0.012234738,0.031192763
OCLNP1,3.580603083,-2.024628109,0.012284978,0.031295192
MLX,0.492763274,4.862753281,0.012299206,0.031321173
TMBIM6,0.438929406,7.970058462,0.01234682,0.03143213
ANP32A,0.501323718,6.081308926,0.012363271,0.031468857
GCNT7,1.45570999,-0.460719753,0.012388009,0.031524822
WASF1,1.80469355,-0.140955809,0.012435631,0.0316375
SHTN1,1.053092497,2.029538218,0.012459779,0.031689603
PTGS2,1.045246813,1.827342561,0.012460188,0.031689603
KBTBD6,0.963947958,1.018028662,0.012472971,0.031701369
LOC441155,0.954353494,-0.800089928,0.012505167,0.031767621
TESK2,0.554981264,2.507013118,0.012511644,0.031773689
SIK3,0.472392596,5.004179104,0.012518425,0.031780528
LOC105377449,0.986825497,0.1086786,0.012611359,0.03199034
PIGA,0.831413047,0.772716607,0.012634375,0.032033045
ITPRIP,0.573177819,6.159584298,0.012665233,0.032106045
LOC107985403,0.954048981,-0.110744416,0.01272104,0.032237003
PELO,0.520325819,2.992779321,0.012778144,0.032358207
TSNAX,0.770735584,2.328134266,0.012841168,0.032493757
HERPUD2,0.415799031,4.652564724,0.012850482,0.032512033
MSRA,0.973448616,1.639934155,0.012922931,0.032674061
TNFRSF1A,0.587306103,7.877618614,0.012947444,0.032730718
UBN1,0.604358458,6.200987779,0.013035277,0.032925987
RSPRY1,0.432643271,3.020201509,0.013041114,0.032930688
LOC105374445,2.262185444,-2.111316933,0.013047102,0.032931882
LOC107985322,0.939804437,0.500250922,0.013083902,0.033011267
NEK4,0.646267724,1.869019545,0.013104281,0.033041235
SMAD2,0.399430823,4.173730102,0.013109165,0.033048191
NAB1,0.643720837,2.120374166,0.013150731,0.033142231
CLEC6A,1.903137475,-1.366554666,0.013187993,0.033219983
RNGTT,0.624043234,2.223636053,0.013198877,0.033242013
SRSF4,0.429841406,5.452819592,0.013202804,0.033243765
CD36,0.663569653,5.461815691,0.013210676,0.033255566
LOC102724748,0.807036443,0.606551983,0.013243256,0.033317923
HP1BP3,0.503394607,5.229021979,0.013246162,0.033317923
CASP9,0.543608054,2.94760779,0.013274767,0.033379072
MASP2,0.84495922,0.603635844,0.013283819,0.033385635
PRDM8,0.661318173,2.51395754,0.013334585,0.033486156
TTBK2,0.626000265,2.44062775,0.013369193,0.033567644
GOLGA5,0.430591123,3.185553563,0.013414848,0.033655097
CALCOCO1,0.400147387,5.797571286,0.01343962,0.033706367
YIPF1,0.555797788,4.565210442,0.01344835,0.033722822
LRRC75B,1.385476243,0.562989016,0.013466541,0.033762992
DNAJC3-DT,1.140930641,0.254410762,0.01355488,0.033957094
RELL1,0.885212378,3.417068132,0.013580904,0.034000374
MGST1,0.794175101,2.110098324,0.013585304,0.034000439
LRCH1,0.785745068,1.826760939,0.013595281,0.034019932
LINC02913,1.478633992,-0.955426499,0.013629073,0.034093515
SLC10A1,1.444701815,-1.473390646,0.013687288,0.03421712
CLCN3,0.586668339,3.057130247,0.013699721,0.034242694
NLRP6,1.018479835,5.210457062,0.013757933,0.034360576
ZNF25,0.675540021,1.106778304,0.013764511,0.034365047
AMOTL1,1.394574342,-0.152084853,0.013819924,0.034487698
DHRS7,0.555514633,5.507400162,0.013939582,0.03475841
SDHAP4,0.74365413,1.241025856,0.01394482,0.034765893
RC3H2,0.544302704,3.522959341,0.013963819,0.034807678
PGAP2,0.522501081,2.879008667,0.014023919,0.034941792
SLC24A4,0.639453043,4.897355788,0.014024364,0.034941792
LSM14B,0.455320317,4.042216103,0.014045971,0.03499002
DDX5,0.431844791,7.83979851,0.014089702,0.035082094
ADD1,0.487652457,6.857690573,0.014125887,0.03516093
LOC107986660,1.610017965,-1.050082428,0.014139599,0.035178165
SLC35E1,0.408141988,3.978919122,0.014176157,0.035252194
BCL9,0.654114881,2.196589837,0.014190841,0.035283066
NOTCH3,2.422003291,-2.069351104,0.014235461,0.035371378
LRRN2,0.698199672,1.350375986,0.014324394,0.035579885
SYTL3,0.611316887,4.54516781,0.014388452,0.035688779
SNORA73A,1.487610049,0.088176924,0.014413989,0.035729319
DENND1B,1.03200387,1.536337984,0.014429537,0.035762157
YIPF5,0.488325356,3.132741332,0.014433459,0.035766177
ERG,1.946075941,-0.190414487,0.014439224,0.03577476
PHACTR3,2.169705249,-2.067877113,0.014472868,0.035846692
MIR12122,1.98289269,-1.594198743,0.014488282,0.035856308
RNU6ATAC35P,2.203875381,-1.728246328,0.014509642,0.035903455
PPP6C,0.396320245,4.627474331,0.014541625,0.035971143
MALAT1,0.855125847,5.114343308,0.014583059,0.036062163
BORCS8,0.586217877,2.722455777,0.014647494,0.036204226
GOLIM4,0.829008455,0.628585925,0.014763741,0.03646257
KCNE5,1.305816863,-0.715702048,0.014774834,0.036478377
LILRA5,0.963002323,2.050561916,0.014780349,0.036480408
LILRA2,0.847049658,2.337085533,0.014820116,0.036572754
MAOA,2.491781347,0.606793732,0.014836208,0.036600845
LTBP1,1.102820967,1.035035371,0.014843754,0.036607844
SLC17A5,0.511337549,2.232192583,0.014880958,0.036687956
C12orf60,1.391511283,-1.03950242,0.014906902,0.036740268
LOC105377730,1.12536404,-0.155061076,0.015053909,0.037066395
NPIPB5,0.527045486,3.200922333,0.015071162,0.037092188
MUSTN1,1.021551096,-0.853602371,0.015088892,0.037129947
LUCAT1,0.910471271,3.700605674,0.015159297,0.037279254
MOB1A,0.412976307,6.233628701,0.015161532,0.037279254
CNR1,2.507805432,-1.279677476,0.015161557,0.037279254
HTR7P1,1.318579046,-0.552998516,0.015291666,0.037563522
OR2B11,1.714473278,-1.552003191,0.015294251,0.037563937
NFE2,0.661868462,8.319057619,0.015310534,0.037597989
LINC02212,2.218415679,-1.606594725,0.015330589,0.037641294
DNAJC25,0.970342447,0.073694858,0.015346747,0.037669069
DTX2P1-UPK3BP1-PMS2P11,0.733837443,1.08795547,0.01537771,0.037733152
STK10,0.507589787,7.530268153,0.015403686,0.037790927
PDCD6IP-DT,1.173417587,-1.557567135,0.015429709,0.037848799
LOC105377885,3.80942391,1.218665133,0.015436768,0.037860141
GRK6P1,1.628470072,-2.158170288,0.015447662,0.037874909
TSC22D3,0.73892437,7.797226678,0.015477796,0.037936826
LOC105374328,1.522896053,-1.496658206,0.015501661,0.037983346
LOC107987250,0.906848454,3.091655998,0.015526591,0.038026451
GPATCH8,0.473625093,4.33279525,0.015533002,0.038036162
TBC1D2B,0.469858216,4.988311913,0.015567764,0.038097282
LOXL3,0.598915412,2.113662001,0.015572028,0.038101719
CARF,0.842974505,0.339841846,0.015632464,0.038231542
LOC107984741,1.425878657,-1.766134359,0.015680362,0.038330595
LOC100128653,0.949468935,0.632409419,0.015708241,0.038380642
CYFIP2,0.460363058,6.641431228,0.015720394,0.038399476
GPR37L1,1.583776012,-1.039912317,0.015763594,0.038497738
NCF4,0.65910978,6.226686015,0.015792466,0.038557146
RAB6A,0.522867399,4.974443628,0.015913479,0.038821097
NHSL2,0.587999006,6.001237685,0.015927397,0.038848956
CCR2,0.690517756,4.897681528,0.015988535,0.038973622
TEP1,0.531551929,4.833034671,0.016043899,0.039088775
CHST2,0.700311072,4.746142653,0.016083816,0.039162896
HEATR5B,0.514263322,3.309834597,0.016249029,0.039528032
LOC107987043,1.277907609,-0.88408171,0.016276122,0.039581554
ATM,0.619513548,5.220767265,0.016280585,0.039583655
DNAAF11,1.344464655,0.988143471,0.016323785,0.039669671
MAP3K7,0.452388074,3.489846851,0.016325115,0.039669671
H3-3B,0.522243332,8.379672474,0.016377855,0.039785392
LYRM1,0.579411045,3.203736391,0.016391711,0.039807461
ICAM1,0.750328893,5.022006972,0.016416367,0.039847814
RGPD1,1.462602127,-2.442924606,0.016421516,0.039854092
LOC107987304,1.29768354,-0.150854644,0.016474436,0.039957574
SGPL1,0.439714921,3.726967797,0.016489763,0.039987135
LOC102724584,2.075694796,-1.996670331,0.016513842,0.040034416
LPAR2,0.675663204,6.326455498,0.016550693,0.040104991
LINC01814,1.638284333,-1.380405309,0.016553812,0.040106298
IARS2,0.520051462,3.469061788,0.016563745,0.040124111
ITPRIP-AS1,1.575293079,-1.238683927,0.01663067,0.040264559
LOC107987303,1.035755591,0.281605332,0.01663967,0.040270384
MPO,1.551530034,4.01574079,0.01666489,0.040318867
TASOR,0.527163453,4.034299086,0.016679815,0.040348699
SLC44A1,0.560034868,3.311836985,0.016692672,0.040373518
ATP13A3-DT,1.48745984,-1.094177892,0.016720934,0.040435582
NPIPB7,1.256259014,-1.328922068,0.016736366,0.040466607
ZNF182,0.506911823,2.380538418,0.016744298,0.040479491
CDC42EP4,0.587277365,2.439017587,0.01683464,0.040641018
TMEM164,0.602177686,5.242983856,0.016879746,0.040730934
ZNF322,1.008911881,0.05358006,0.01688493,0.040737122
POLG2,0.618094995,1.474126722,0.016905027,0.040778889
NKTR,0.511404021,5.064550729,0.016930114,0.040820794
RARA-AS1,0.917462485,0.318868314,0.016968821,0.040901435
SRPRA,0.458158977,4.51737311,0.017020323,0.041006504
GREP1,1.230401616,-0.370931226,0.017048244,0.041061046
LOC105373024,0.75635249,1.952361656,0.017113628,0.041199378
ZNF24,0.473683649,3.965443343,0.017127279,0.04122246
MYOSLID,1.675983895,-1.199414733,0.01712852,0.04122246
GON4L,0.411006169,4.16422834,0.017138105,0.041236711
WDTC1,0.492281022,6.57446956,0.017207065,0.041384309
C18orf25,0.563997504,3.382050614,0.017220214,0.041398279
CEL,1.515187857,-1.04636502,0.017228527,0.041405833
CPSF2,0.468910927,4.109246065,0.017228683,0.041405833
PLAA,0.459375226,2.982360717,0.017263626,0.041471412
VWF,1.033157956,1.342222991,0.017263973,0.041471412
NOD2,0.677126284,5.035884704,0.017288155,0.041512012
POLI,0.655328307,1.797558769,0.017340279,0.041622558
ITGA1,0.829734175,1.233264919,0.017375862,0.041695097
LOC112268258,1.164162652,-0.361738828,0.017431057,0.041795288
LINC00899,1.257630717,0.329569385,0.017500816,0.041949612
AK9,0.944913237,1.102544202,0.017530817,0.042015047
JARID2,0.558677528,4.7028996,0.017694131,0.042367266
LOC107986950,1.79797396,-1.684262432,0.01769703,0.042367681
APPBP2,0.446479871,2.728214399,0.017701035,0.042370746
RCBTB1,0.628537947,2.303708547,0.01785568,0.042688338
CANX,0.594182423,2.517161945,0.017893815,0.042772795
CAPZB,0.488230824,7.455845202,0.017896509,0.042772795
LOC102606465,1.056728618,0.182982079,0.017924418,0.042816306
TFDP1,0.821474607,4.695945352,0.01794307,0.042851138
XPR1,0.455266397,2.51095718,0.017982114,0.042931193
RIMOC1,1.355107921,-0.534297293,0.018066741,0.04309353
AAK1,0.407672863,4.543249541,0.018087571,0.043129981
RAB13,0.956075401,1.616985085,0.018156735,0.043261726
B3GNT8,0.741974212,5.031604706,0.018212468,0.043381222
PDE3B,0.679899708,3.451745844,0.018221005,0.04339491
HTRA1,1.935143096,-0.193345567,0.018258512,0.043477574
DHX34,0.5803345,6.308240188,0.018283004,0.043522563
PRDX3,0.501130221,3.667864989,0.018299542,0.043555264
ARHGAP21,0.616556704,2.286200488,0.018317507,0.043584677
NAA50,0.508244833,3.960896798,0.018335652,0.043621175
MMP24-AS1-EDEM2,1.305655291,-0.602314959,0.018351713,0.043652704
SLC25A20,0.513583277,3.572868621,0.018373637,0.043698169
DEDD,0.407887612,4.400961699,0.018379735,0.043705988
FCGR1CP,1.026788214,2.605824786,0.018398922,0.043744921
CCDC174,0.398241624,3.709572692,0.018486137,0.043932127
LOC105370557,2.663023247,-2.226475469,0.01850182,0.043955959
SGPP2,0.911235754,0.909167385,0.01850674,0.043960931
GP1BA,0.625385201,2.356084648,0.018553794,0.044045783
CEP19,0.62713901,3.250167113,0.018659358,0.044269349
UHMK1,0.538368597,4.183415845,0.018759788,0.044460124
EDEM1,0.469404019,4.821677722,0.01886777,0.044688791
LOC107984698,1.973328746,-1.695723133,0.018889549,0.044707554
TRDMT1,0.60544063,1.562162838,0.018891803,0.044707554
LINC00205,0.611585545,1.443069852,0.018970398,0.044870346
FASTKD3,0.702833913,0.758088976,0.019006591,0.044949113
CD302,1.169549459,-0.882689091,0.019014199,0.04495343
LOC731075,0.787225459,0.157867724,0.019089938,0.045116994
ATE1,0.681254431,1.763784163,0.019092089,0.045116994
INPPL1,0.412704297,5.902377597,0.019103023,0.045135973
UPF2,0.447268574,4.527222713,0.019162037,0.045261652
LOC105369914,1.683150822,-1.551209758,0.019197404,0.045328163
LRRC18,1.945024659,-1.684515731,0.019307814,0.045557533
SUMO1P1,1.0945499,-0.74836806,0.019321371,0.045582602
KSR1,0.661693696,4.599936947,0.019453873,0.045865832
MRTFA,0.524190077,6.078398722,0.019456176,0.045865832
NIT1,0.415591915,3.495389786,0.019492005,0.045929403
LOC112267953,1.036438623,0.668328017,0.019572915,0.046106076
HTATIP2,0.497974287,4.383287743,0.019715793,0.046414512
ZNF687,0.439670519,4.889110843,0.019744982,0.046476191
RNF217,1.143677119,0.101761835,0.019751836,0.046485286
LOC105371822,1.859135149,-1.340860445,0.019803773,0.046584632
MOSPD3,0.682518472,3.361198077,0.019806035,0.046584632
CYGB,1.724667917,-1.21339022,0.019818922,0.046600844
KIN,0.525736124,2.585997933,0.019852071,0.046657619
RAP1GAP2,0.497025971,5.815359443,0.019887336,0.046721771
YIPF4,0.427835017,4.88632137,0.019892367,0.046724071
LOC105369161,1.478200951,-0.300964088,0.019905209,0.046740114
DNAJC16,0.52260329,2.435885186,0.019959204,0.046845673
KANSL1L,0.669669676,1.491230403,0.020002882,0.046941103
LINC02932,2.941318416,-2.208385862,0.020042515,0.047008695
LOC105370965,1.358672606,-0.431599983,0.02004378,0.047008695
DENND2C,1.414249746,-0.184033686,0.020099849,0.047125977
SEC14L1,0.656584369,7.271945577,0.020124386,0.04717639
RBM44,1.182922957,-1.354640511,0.020171328,0.047243693
LOC148696,1.656081567,-1.083125037,0.020194589,0.047291049
ARAP3,0.653212669,5.512625499,0.020246685,0.047398766
NTSR1,1.381538155,2.925884757,0.020287614,0.047480284
LRP1,0.689490663,5.605072337,0.020312076,0.047523599
TBKBP1,0.608894051,5.360636774,0.020312235,0.047523599
EFCAB12,0.88266463,0.924401846,0.020322873,0.047541334
PSPC1,0.398863107,3.889173161,0.020350489,0.047591613
BEND7,1.631308624,0.60949516,0.020484021,0.04786789
FRAT1,0.596159983,5.76908413,0.020546585,0.048006876
ARPC1A,0.41524443,4.275754462,0.020593175,0.048086827
AP3B2,2.00119735,2.858986487,0.020640399,0.048180711
KCMF1,0.392939422,4.662696052,0.020642678,0.048180711
DAAM1,0.71445344,0.940892468,0.020738969,0.048376406
CASTOR3,0.502523351,3.143844737,0.020767697,0.048436152
GZF1,0.544780281,1.921327694,0.020882327,0.048659074
ORM2,1.010090794,0.430797924,0.020885187,0.048659074
CNOT6,0.511822688,3.031830305,0.020927117,0.048729378
BLOC1S6,0.576916801,3.189503015,0.0209279,0.048729378
ITPR1,0.626025209,2.811744943,0.020963866,0.048805813
ZNF652,0.50572998,4.580800521,0.020995465,0.048872062
HNRNPH2,2.542247671,-3.049130711,0.021073752,0.049024933
WASHC5,0.409738791,3.467099804,0.021088689,0.049052341
SEPTIN7,0.474625107,4.845576679,0.02119026,0.049237031
ZNF200,0.62642841,2.991107293,0.02129866,0.049429804
DHRS12,0.742536115,4.060130803,0.021322001,0.049469206
RAB18,0.638374198,3.497845543,0.021339276,0.049494512
FFAR3,1.279317568,0.975026662,0.021363957,0.049536977
NUDT19,0.576594664,1.713723758,0.021374273,0.049553508
JRKL,0.931941785,0.703705752,0.021410902,0.049616231
SNORA77,1.453275871,-1.441775959,0.021494944,0.049797089
HYAL2,0.567441998,2.715172481,0.021495354,0.049797089
PTGFR,2.302064689,-1.839801189,0.021553065,0.049923347
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
