"","logFC","logCPM","PValue","FDR"
"PI4K2A",0.684719263007017,2.355464329448,8.55554216018368e-05,0.000219739178221312
"GGA3",0.684598474953529,3.94739597992578,4.9256522172722e-07,1.78204957659574e-06
"MTDH",0.684469304744754,3.86616047101684,1.82907379719075e-06,6.10713522223495e-06
"MMACHC",0.684390163781169,-0.127918571346973,0.000268439800173998,0.000628864476514816
"BAP1",0.683989322864157,4.28860671185632,3.34542633954561e-08,1.42932918148622e-07
"MAD2L2",0.683921260732092,2.65884824951801,0.00027214225691557,0.000636816985376331
"NAPSA",0.683185943072319,-1.19349894427983,0.0319476960422886,0.0494513364751344
"ASPH",0.682997184183991,1.39755729463115,0.00830554714768299,0.0145795356949452
"INF2",0.682878774867633,3.41014760988479,7.57318047319268e-05,0.000196377458144434
"ULK2",0.682812589683443,1.33859495566724,0.0018514764343432,0.00369551004655123
"TCP11L1",0.682732170283533,1.21830644082114,4.30402509985351e-05,0.000116430038277964
"ALDH1B1",0.68258871971695,0.133058034470652,0.00720067272292342,0.0128054370357662
"ARFIP1",0.682424292959523,1.23031835813768,0.00133705917790325,0.00274904741198869
"KRBA1",0.682157181042633,1.21531445656391,6.48660582397511e-05,0.000170204843770441
"TMEM175",0.68196540681461,3.41463450100181,2.50261564737486e-06,8.20088913169591e-06
"TSPAN32",0.681541816200161,4.2201167764653,0.000126173788134721,0.000314244629236815
"S100A4",0.680834875513218,6.83847315324287,0.0078145219215547,0.0137877846032775
"AP1S2",0.680678907675047,2.58818822455008,0.000277135191396807,0.000647889848228119
"EIF4G3",0.680317007480472,2.83486103265769,2.92247774653061e-05,8.12468449444222e-05
"XRCC5",0.679812271664909,5.51908009591384,2.68824660982654e-06,8.77059887010079e-06
"TOR1AIP1",0.679565449898341,3.68059258187688,4.33999590703674e-05,0.000117292334408986
"ASIC3",0.679332371790021,-0.780513719643279,0.0244672452773583,0.0388991908330934
"FTSJ3",0.679169073813435,3.21180803346803,9.72003529552661e-06,2.91977409349129e-05
"PRKX",0.678674750790445,2.87794940604211,7.81089994857541e-06,2.37736087605231e-05
"SFPQ",0.678514846473095,5.28697920418038,2.14424028567645e-07,8.18799876930941e-07
"GPSM2",0.678297837184038,-0.382860548802869,0.000206090232337175,0.000492071548983041
"GUSBP11",0.677770151930388,3.24652856699185,6.18053802564763e-06,1.90780052666688e-05
"LOC100130283",0.677569289867233,-1.27928488053451,0.00944977565799546,0.0164094285720724
"NUMA1",0.677430024819015,5.00580546314069,2.38571958867484e-07,9.05163645060239e-07
"DYNC1LI1",0.677022943920754,2.76954090949088,4.57439301158086e-06,1.4394610559258e-05
"CBX3",0.676596919666009,2.83397346507147,0.00223810320094694,0.00440115779162819
"SLC6A16",0.675777673369876,0.597444247905434,0.000356392067999059,0.000816618522041407
"ZNF500",0.67545918783391,1.6949960220517,3.21162351359019e-05,8.87222908179416e-05
"SESN3",0.674930010456591,4.10353992721415,0.00858904092749669,0.0150367775421489
"TBC1D13",0.674517268952075,2.70152141705078,1.48453737315172e-06,5.02067816172889e-06
"FUT11",0.67214316954958,1.50304133297835,0.000393868527959474,0.000895000617078523
"UEVLD",0.672121970796187,0.820065090296087,0.000149343774452153,0.000366533501405374
"UTP11",0.672037567074195,1.47143238221637,0.000277635144823489,0.000648977161388608
"ZSCAN2",0.671927202191815,0.755831814004066,0.000745402148243934,0.00160525275262872
"BRCA1",0.671729512069089,0.631702239600617,0.0099230905703619,0.0171561339778869
"SPAST",0.671721722422586,1.11242115060115,0.000600322777232128,0.00131579869931414
"STARD3NL",0.671472023421908,1.53731330877122,0.00099829616309702,0.00210185734254367
"PMF1",0.671328103369955,2.03482495406376,4.47673097277334e-05,0.000120707396057567
"GNE",0.670937892184383,1.20166074609909,1.53891987637736e-05,4.47542657371467e-05
"PEX14",0.669817315989185,2.11335098470179,4.00875867212198e-05,0.000109020787403163
"TMEM79",0.669549140793622,1.12981982289983,0.0077915192207447,0.0137537155982799
"RIPOR2",0.669295477889085,6.93378692909594,4.73339846899573e-05,0.000126993534284533
"MSTO2P",0.669258798311809,-1.01968160739619,0.0234463149446735,0.0374182447169236
"ZBTB37",0.668675641507624,2.63054414787865,2.92826140885301e-05,8.13894063324954e-05
"TSPAN31",0.668367884816967,1.54354114674484,0.000146833503463012,0.000361086497752038
"TMEM65",0.668358426795385,1.11797655231565,0.000381038211812529,0.000867911307706085
"PTPRN2",0.668124756871317,1.05976105922268,0.00669535072636235,0.0119828983370504
"LINC00115",0.667718681953333,-1.35825314472944,0.0239748703808011,0.0381897595222282
"NEU3",0.667345287731976,1.62584019077763,4.9872699557213e-05,0.000133247916401998
"FHIP2B",0.66682583395322,3.58460582198511,7.49914160506094e-07,2.65028503588179e-06
"C2orf74-DT",0.666727083244801,-0.421204954110623,0.0051064040418163,0.00935905995241644
"B3GNTL1",0.666493912282763,-0.601568655531209,0.0225837065540822,0.0361438305126125
"RPL32P3",0.666477425406367,1.67506352267542,1.90735449293084e-05,5.46915946425283e-05
"C19orf44",0.665987960906934,-0.842629634186052,0.018979662296143,0.0308814455475191
